# q i_30 i_45 i_60 i_80 i_90
2.000000000000000000e+00 1.916845014302939632e+00 1.243546017657756186e+00 2.391751269015179870e-02 2.148362361067659640e-02 2.491482483426192551e-02
3.000000000000000000e+00 2.331207240943942161e+00 1.184682628205418163e-02 9.716017000651198249e-03 1.038038560271321159e-02 1.439722352559527283e-02
4.000000000000000000e+00 1.236522804419234317e-02 8.127966272456640939e-03 6.710868234782918842e-03 8.711363401313575866e-03 1.090248525305457204e-02
5.000000000000000000e+00 9.171129835032536259e-03 6.401581042412262008e-03 5.655263352195152166e-03 7.336208337068692714e-03 9.224847556217476152e-03
6.000000000000000000e+00 7.341137264732447085e-03 5.324705449696719856e-03 4.520129265190170505e-03 6.336731477559734774e-03 7.609951294661183689e-03
7.000000000000000000e+00 6.790754185998275350e-03 4.734959942045464595e-03 4.211954386180712800e-03 5.844230403483743549e-03 7.673543914853604014e-03
8.000000000000000000e+00 5.684079829319415092e-03 4.024838422124980136e-03 3.544411572740321231e-03 4.897032807793999173e-03 6.092382629116291533e-03
9.000000000000000000e+00 5.213220023034727951e-03 3.756212645577862094e-03 3.289939110263955489e-03 4.835106932494546463e-03 6.147952148326441338e-03
