# frequency amplitude_GR amplitude_mod_GR
1.212299999999999955e+03 1.738185494353531523e-36 2.116201375839855398e-34
1.212400000000000091e+03 1.733269097044793248e-36 2.111025296643623820e-34
1.212500000000000000e+03 1.728366612078379514e-36 2.105861892137044031e-34
1.212600000000000136e+03 1.723478000072945858e-36 2.100711131242340378e-34
1.212700000000000045e+03 1.718603221759887705e-36 2.095572982958794941e-34
1.212799999999999955e+03 1.713742237980509909e-36 2.090447416361041236e-34
1.212900000000000091e+03 1.708895009687620057e-36 2.085334400600061053e-34
1.213000000000000000e+03 1.704061497944742009e-36 2.080233904902651611e-34
1.213100000000000136e+03 1.699241663925030751e-36 2.075145898570829426e-34
1.213200000000000045e+03 1.694435468912180470e-36 2.070070350982372560e-34
1.213299999999999955e+03 1.689642874299039396e-36 2.065007231589958925e-34
1.213400000000000091e+03 1.684863841588377214e-36 2.059956509921628131e-34
1.213500000000000000e+03 1.680098332391200223e-36 2.054918155579827421e-34
1.213600000000000136e+03 1.675346308427485012e-36 2.049892138241797405e-34
1.213700000000000045e+03 1.670607731525803933e-36 2.044878427659379187e-34
1.213799999999999955e+03 1.665882563622728080e-36 2.039876993658608112e-34
1.213900000000000091e+03 1.661170766762500201e-36 2.034887806139584613e-34
1.214000000000000000e+03 1.656472303096795827e-36 2.029910835076294602e-34
1.214100000000000136e+03 1.651787134884769037e-36 2.024946050516628291e-34
1.214200000000000045e+03 1.647115224491532998e-36 2.019993422581556973e-34
1.214299999999999955e+03 1.642456534390236027e-36 2.015052921466177758e-34
1.214400000000000091e+03 1.637811027158759397e-36 2.010124517437988888e-34
1.214500000000000000e+03 1.633178665482196323e-36 2.005208180838176089e-34
1.214600000000000136e+03 1.628559412150178863e-36 2.000303882080133351e-34
1.214700000000000045e+03 1.623953230058482582e-36 1.995411591650336606e-34
1.214799999999999955e+03 1.619360082207610650e-36 1.990531280107556007e-34
1.214900000000000091e+03 1.614779931702985618e-36 1.985662918082944026e-34
1.215000000000000000e+03 1.610212741754173979e-36 1.980806476279592841e-34
1.215100000000000136e+03 1.605658475675498232e-36 1.975961925472846089e-34
1.215200000000000045e+03 1.601117096884157594e-36 1.971129236509293478e-34
1.215299999999999955e+03 1.596588568902037127e-36 1.966308380307672686e-34
1.215400000000000091e+03 1.592072855353903960e-36 1.961499327857940092e-34
1.215500000000000000e+03 1.587569919966774506e-36 1.956702050220858105e-34
1.215600000000000136e+03 1.583079726571661784e-36 1.951916518528968899e-34
1.215700000000000045e+03 1.578602239100702201e-36 1.947142703985007868e-34
1.215799999999999955e+03 1.574137421589407683e-36 1.942380577863061674e-34
1.215900000000000091e+03 1.569685238174007617e-36 1.937630111507193811e-34
1.216000000000000000e+03 1.565245653092961299e-36 1.932891276332169025e-34
1.216100000000000136e+03 1.560818630685553396e-36 1.928164043822721624e-34
1.216200000000000045e+03 1.556404135392326600e-36 1.923448385533748767e-34
1.216299999999999955e+03 1.552002131754619907e-36 1.918744273090069276e-34
1.216400000000000091e+03 1.547612584413485483e-36 1.914051678185784313e-34
1.216500000000000000e+03 1.543235458111044084e-36 1.909370572585029813e-34
1.216600000000000136e+03 1.538870717688274684e-36 1.904700928120720285e-34
1.216700000000000045e+03 1.534518328086689294e-36 1.900042716695515713e-34
1.216799999999999955e+03 1.530178254346043407e-36 1.895395910280437279e-34
1.216900000000000091e+03 1.525850461605943329e-36 1.890760480915854784e-34
1.217000000000000000e+03 1.521534915103843279e-36 1.886136400710290325e-34
1.217100000000000136e+03 1.517231580176583561e-36 1.881523641841282128e-34
1.217200000000000045e+03 1.512940422258343231e-36 1.876922176554253647e-34
1.217299999999999955e+03 1.508661406881687818e-36 1.872331977163050689e-34
1.217400000000000091e+03 1.504394499676208219e-36 1.867753016049157538e-34
1.217500000000000000e+03 1.500139666369516472e-36 1.863185265662295232e-34
1.217600000000000136e+03 1.495896872785685359e-36 1.858628698519475189e-34
1.217700000000000045e+03 1.491666084845876344e-36 1.854083287205422143e-34
1.217799999999999955e+03 1.487447268567518696e-36 1.849549004371985284e-34
1.217900000000000091e+03 1.483240390064311161e-36 1.845025822738217156e-34
1.218000000000000000e+03 1.479045415546119562e-36 1.840513715090280431e-34
1.218100000000000136e+03 1.474862311317976683e-36 1.836012654280859047e-34
1.218200000000000045e+03 1.470691043780555683e-36 1.831522613229429972e-34
1.218299999999999955e+03 1.466531579430210020e-36 1.827043564922252515e-34
1.218400000000000091e+03 1.462383884857189715e-36 1.822575482411391590e-34
1.218500000000000000e+03 1.458247926747163325e-36 1.818118338815508216e-34
1.218600000000000136e+03 1.454123671879409984e-36 1.813672107318881706e-34
1.218700000000000045e+03 1.450011087127855599e-36 1.809236761171965181e-34
1.218799999999999955e+03 1.445910139459757687e-36 1.804812273690586945e-34
1.218900000000000091e+03 1.441820795936307911e-36 1.800398618256363160e-34
1.219000000000000000e+03 1.437743023711433683e-36 1.795995768315926592e-34
1.219100000000000136e+03 1.433676790032863428e-36 1.791603697381586680e-34
1.219200000000000045e+03 1.429622062239970495e-36 1.787222379030051951e-34
1.219299999999999955e+03 1.425578807765525656e-36 1.782851786903423652e-34
1.219400000000000091e+03 1.421546994134227925e-36 1.778491894708363551e-34
1.219500000000000000e+03 1.417526588962358429e-36 1.774142676215866008e-34
1.219600000000000136e+03 1.413517559958500722e-36 1.769804105261666802e-34
1.219700000000000045e+03 1.409519874922052555e-36 1.765476155745413929e-34
1.219799999999999955e+03 1.405533501744166021e-36 1.761158801631128391e-34
1.219900000000000091e+03 1.401558408406172462e-36 1.756852016946355106e-34
1.220000000000000000e+03 1.397594562980935051e-36 1.752555775782888409e-34
1.220100000000000136e+03 1.393641933630667157e-36 1.748270052295546001e-34
1.220200000000000045e+03 1.389700488609044319e-36 1.743994820703353726e-34
1.220299999999999955e+03 1.385770196258158806e-36 1.739730055287746915e-34
1.220400000000000091e+03 1.381851025011053060e-36 1.735475730394111819e-34
1.220500000000000000e+03 1.377942943388968421e-36 1.731231820430101980e-34
1.220600000000000136e+03 1.374045920003300417e-36 1.726998299866798856e-34
1.220700000000000045e+03 1.370159923553526043e-36 1.722775143237509073e-34
1.220799999999999955e+03 1.366284922828012931e-36 1.718562325138202333e-34
1.220900000000000091e+03 1.362420886703986616e-36 1.714359820227505000e-34
1.221000000000000000e+03 1.358567784145659598e-36 1.710167603225593787e-34
1.221100000000000136e+03 1.354725584206606092e-36 1.705985648915556728e-34
1.221200000000000045e+03 1.350894256026412555e-36 1.701813932141501719e-34
1.221299999999999955e+03 1.347073768833504134e-36 1.697652427810068659e-34
1.221400000000000091e+03 1.343264091941936513e-36 1.693501110888695572e-34
1.221500000000000000e+03 1.339465194754148024e-36 1.689359956407102957e-34
1.221600000000000136e+03 1.335677046758052852e-36 1.685228939455663830e-34
1.221700000000000045e+03 1.331899617528743582e-36 1.681108035186346884e-34
1.221799999999999955e+03 1.328132876726790153e-36 1.676997218811738048e-34
1.221900000000000091e+03 1.324376794099031498e-36 1.672896465605487586e-34
1.222000000000000000e+03 1.320631339478212384e-36 1.668805750902076175e-34
1.222100000000000136e+03 1.316896482781751260e-36 1.664725050096111223e-34
1.222200000000000045e+03 1.313172194012847294e-36 1.660654338642982013e-34
1.222299999999999955e+03 1.309458443259232180e-36 1.656593592058051674e-34
1.222400000000000091e+03 1.305755200693591108e-36 1.652542785916977274e-34
1.222500000000000000e+03 1.302062436573175543e-36 1.648501895855413032e-34
1.222600000000000136e+03 1.298380121239051843e-36 1.644470897568612615e-34
1.222700000000000045e+03 1.294708225116314080e-36 1.640449766811525994e-34
1.222799999999999955e+03 1.291046718714198301e-36 1.636438479398823182e-34
1.222900000000000091e+03 1.287395572625095607e-36 1.632437011204384271e-34
1.223000000000000000e+03 1.283754757524536620e-36 1.628445338161210907e-34
1.223100000000000136e+03 1.280124244171327460e-36 1.624463436261554583e-34
1.223200000000000045e+03 1.276504003406927990e-36 1.620491281556493704e-34
1.223299999999999955e+03 1.272894006155564912e-36 1.616528850156032368e-34
1.223400000000000091e+03 1.269294223423229310e-36 1.612576118228492476e-34
1.223500000000000000e+03 1.265704626298895765e-36 1.608633062001196035e-34
1.223600000000000136e+03 1.262125185952357917e-36 1.604699657759220500e-34
1.223700000000000045e+03 1.258555873635976621e-36 1.600775881846454418e-34
1.223799999999999955e+03 1.254996660682776438e-36 1.596861710664354049e-34
1.223900000000000091e+03 1.251447518507178972e-36 1.592957120672484125e-34
1.224000000000000000e+03 1.247908418605005211e-36 1.589062088388440661e-34
1.224100000000000136e+03 1.244379332551829605e-36 1.585176590386921255e-34
1.224200000000000045e+03 1.240860232004662903e-36 1.581300603300689001e-34
1.224299999999999955e+03 1.237351088699909831e-36 1.577434103819332107e-34
1.224400000000000091e+03 1.233851874454801523e-36 1.573577068690166437e-34
1.224500000000000000e+03 1.230362561165683115e-36 1.569729474717162341e-34
1.224600000000000136e+03 1.226883120808559492e-36 1.565891298761288481e-34
1.224700000000000045e+03 1.223413525439388121e-36 1.562062517740671554e-34
1.224799999999999955e+03 1.219953747192493766e-36 1.558243108629632599e-34
1.224900000000000091e+03 1.216503758281571115e-36 1.554433048459306442e-34
1.225000000000000000e+03 1.213063530998540994e-36 1.550632314316956606e-34
1.225100000000000136e+03 1.209633037714432055e-36 1.546840883346442730e-34
1.225200000000000045e+03 1.206212250877475923e-36 1.543058732747153596e-34
1.225299999999999955e+03 1.202801143015258109e-36 1.539285839775207098e-34
1.225400000000000091e+03 1.199399686731674392e-36 1.535522181741711020e-34
1.225500000000000000e+03 1.196007854709533098e-36 1.531767736014226851e-34
1.225600000000000136e+03 1.192625619707853430e-36 1.528022480015215099e-34
1.225700000000000045e+03 1.189252954563796708e-36 1.524286391223159983e-34
1.225799999999999955e+03 1.185889832190171181e-36 1.520559447171063709e-34
1.225900000000000091e+03 1.182536225577932726e-36 1.516841625447935304e-34
1.226000000000000000e+03 1.179192107793167134e-36 1.513132903697009916e-34
1.226100000000000136e+03 1.175857451979311009e-36 1.509433259617024683e-34
1.226200000000000045e+03 1.172532231354860706e-36 1.505742670960903519e-34
1.226299999999999955e+03 1.169216419214990526e-36 1.502061115536648322e-34
1.226400000000000091e+03 1.165909988930037089e-36 1.498388571206483687e-34
1.226500000000000000e+03 1.162612913945413139e-36 1.494725015886775871e-34
1.226600000000000136e+03 1.159325167782567567e-36 1.491070427548593216e-34
1.226700000000000045e+03 1.156046724036942749e-36 1.487424784216503617e-34
1.226799999999999955e+03 1.152777556379702491e-36 1.483788063969565160e-34
1.226900000000000091e+03 1.149517638555575106e-36 1.480160244940082322e-34
1.227000000000000000e+03 1.146266944384593219e-36 1.476541305314578642e-34
1.227100000000000136e+03 1.143025447759724022e-36 1.472931223332422282e-34
1.227200000000000045e+03 1.139793122649234846e-36 1.469329977287231896e-34
1.227299999999999955e+03 1.136569943094006356e-36 1.465737545525216742e-34
1.227400000000000091e+03 1.133355883208750501e-36 1.462153906445952850e-34
1.227500000000000000e+03 1.130150917181758439e-36 1.458579038502192721e-34
1.227600000000000136e+03 1.126955019274006493e-36 1.455012920199352797e-34
1.227700000000000045e+03 1.123768163819302994e-36 1.451455530095566490e-34
1.227799999999999955e+03 1.120590325224462168e-36 1.447906846801787460e-34
1.227900000000000091e+03 1.117421477968503817e-36 1.444366848981334382e-34
1.228000000000000000e+03 1.114261596602738680e-36 1.440835515349885611e-34
1.228100000000000136e+03 1.111110655750687409e-36 1.437312824675468481e-34
1.228200000000000045e+03 1.107968630107466677e-36 1.433798755778072938e-34
1.228299999999999955e+03 1.104835494439865512e-36 1.430293287529661155e-34
1.228400000000000091e+03 1.101711223586247074e-36 1.426796398854155779e-34
1.228500000000000000e+03 1.098595792456204373e-36 1.423308068727177780e-34
1.228600000000000136e+03 1.095489176030134629e-36 1.419828276175823438e-34
1.228700000000000045e+03 1.092391349359611953e-36 1.416357000278867049e-34
1.228800000000000182e+03 1.089302287566590367e-36 1.412894220166243255e-34
1.228900000000000091e+03 1.086221965843499853e-36 1.409439915019165512e-34
1.229000000000000000e+03 1.083150359452855128e-36 1.405994064069839773e-34
1.229100000000000136e+03 1.080087443727637850e-36 1.402556646601682595e-34
1.229200000000000045e+03 1.077033194070242714e-36 1.399127641948711100e-34
1.229300000000000182e+03 1.073987585952893563e-36 1.395707029495765993e-34
1.229400000000000091e+03 1.070950594917190864e-36 1.392294788678251557e-34
1.229500000000000000e+03 1.067922196574117714e-36 1.388890898982100583e-34
1.229600000000000136e+03 1.064902366603141964e-36 1.385495339943264197e-34
1.229700000000000045e+03 1.061891080753589346e-36 1.382108091148517321e-34
1.229800000000000182e+03 1.058888314842394683e-36 1.378729132234086154e-34
1.229900000000000091e+03 1.055894044755712721e-36 1.375358442886642232e-34
1.230000000000000000e+03 1.052908246447611827e-36 1.371996002842467236e-34
1.230100000000000136e+03 1.049930895940145475e-36 1.368641791887541091e-34
1.230200000000000045e+03 1.046961969323685512e-36 1.365295789857698694e-34
1.230300000000000182e+03 1.044001442755632382e-36 1.361957976637849897e-34
1.230400000000000091e+03 1.041049292461545701e-36 1.358628332162680197e-34
1.230500000000000000e+03 1.038105494733835779e-36 1.355306836415818970e-34
1.230600000000000136e+03 1.035170025932443664e-36 1.351993469430258781e-34
1.230700000000000045e+03 1.032242862483489563e-36 1.348688211287597593e-34
1.230800000000000182e+03 1.029323980880908739e-36 1.345391042118868400e-34
1.230900000000000091e+03 1.026413357684205388e-36 1.342101942103340329e-34
1.231000000000000000e+03 1.023510969519779665e-36 1.338820891469209494e-34
1.231100000000000136e+03 1.020616793080011763e-36 1.335547870493084547e-34
1.231200000000000045e+03 1.017730805123363809e-36 1.332282859500028156e-34
1.231300000000000182e+03 1.014852982473897767e-36 1.329025838863256801e-34
1.231400000000000091e+03 1.011983302021686039e-36 1.325776789004408265e-34
1.231500000000000000e+03 1.009121740721615406e-36 1.322535690392770806e-34
1.231600000000000136e+03 1.006268275594413034e-36 1.319302523545918423e-34
1.231700000000000045e+03 1.003422883725482482e-36 1.316077269029030048e-34
1.231800000000000182e+03 1.000585542265357076e-36 1.312859907455083482e-34
1.231900000000000091e+03 9.977562284289939574e-37 1.309650419484522688e-34
1.232000000000000000e+03 9.949349194960188154e-37 1.306448785825297135e-34
1.232100000000000136e+03 9.921215928103998049e-37 1.303254987232724313e-34
1.232200000000000045e+03 9.893162257799542560e-37 1.300069004509185676e-34
1.232300000000000182e+03 9.865187958769174715e-37 1.296890818504422786e-34
1.232400000000000091e+03 9.837292806369411087e-37 1.293720410114951228e-34
1.232500000000000000e+03 9.809476576596167064e-37 1.290557760284375785e-34
1.232600000000000136e+03 9.781739046072306784e-37 1.287402850002620466e-34
1.232700000000000045e+03 9.754079992063404094e-37 1.284255660306883429e-34
1.232800000000000182e+03 9.726499192456659442e-37 1.281116172280335031e-34
1.232900000000000091e+03 9.698996425774292105e-37 1.277984367052964123e-34
1.233000000000000000e+03 9.671571471161215399e-37 1.274860225800774304e-34
1.233100000000000136e+03 9.644224108388928895e-37 1.271743729746039433e-34
1.233200000000000045e+03 9.616954117853156361e-37 1.268634860157184319e-34
1.233300000000000182e+03 9.589761280570237531e-37 1.265533598348481521e-34
1.233400000000000091e+03 9.562645378176742224e-37 1.262439925680104161e-34
1.233500000000000000e+03 9.535606192929846204e-37 1.259353823558091288e-34
1.233600000000000136e+03 9.508643507698716519e-37 1.256275273433842189e-34
1.233700000000000045e+03 9.481757105969038503e-37 1.253204256804370409e-34
1.233800000000000182e+03 9.454946771842018499e-37 1.250140755212249653e-34
1.233900000000000091e+03 9.428212290024830391e-37 1.247084750245020007e-34
1.234000000000000000e+03 9.401553445840242576e-37 1.244036223535763757e-34
1.234100000000000136e+03 9.374970025212475690e-37 1.240995156762253523e-34
1.234200000000000045e+03 9.348461814677440974e-37 1.237961531647559303e-34
1.234300000000000182e+03 9.322028601372196213e-37 1.234935329959381989e-34
1.234400000000000091e+03 9.295670173036846741e-37 1.231916533510216724e-34
1.234500000000000000e+03 9.269386318011077529e-37 1.228905124157071947e-34
1.234600000000000136e+03 9.243176825238459677e-37 1.225901083801756976e-34
1.234700000000000045e+03 9.217041484253848329e-37 1.222904394390131501e-34
1.234800000000000182e+03 9.190980085191340829e-37 1.219915037912536215e-34
1.234900000000000091e+03 9.164992418780045401e-37 1.216932996403555907e-34
1.235000000000000000e+03 9.139078276338966145e-37 1.213958251941695941e-34
1.235100000000000136e+03 9.113237449778449671e-37 1.210990786649482335e-34
1.235200000000000045e+03 9.087469731602527110e-37 1.208030582693557970e-34
1.235300000000000182e+03 9.061774914892135832e-37 1.205077622283694317e-34
1.235400000000000091e+03 9.036152793326160789e-37 1.202131887674055117e-34
1.235500000000000000e+03 9.010603161157954271e-37 1.199193361161736620e-34
1.235600000000000136e+03 8.985125813228419097e-37 1.196262025087592516e-34
1.235700000000000045e+03 8.959720544959634066e-37 1.193337861835820822e-34
1.235800000000000182e+03 8.934387152348673190e-37 1.190420853833586069e-34
1.235900000000000091e+03 8.909125431973479095e-37 1.187510983551372529e-34
1.236000000000000000e+03 8.883935180986329780e-37 1.184608233502567053e-34
1.236100000000000136e+03 8.858816197117518682e-37 1.181712586243682938e-34
1.236200000000000045e+03 8.833768278662321608e-37 1.178824024373585471e-34
1.236300000000000182e+03 8.808791224495242566e-37 1.175942530534315780e-34
1.236400000000000091e+03 8.783884834053673154e-37 1.173068087410105974e-34
1.236500000000000000e+03 8.759048907348287944e-37 1.170200677727996658e-34
1.236600000000000136e+03 8.734283244949411711e-37 1.167340284257016714e-34
1.236700000000000045e+03 8.709587647999720074e-37 1.164486889808956054e-34
1.236800000000000182e+03 8.684961918197599870e-37 1.161640477237296939e-34
1.236900000000000091e+03 8.660405857807440966e-37 1.158801029437905264e-34
1.237000000000000000e+03 8.635919269651362380e-37 1.155968529348452598e-34
1.237100000000000136e+03 8.611501957110799240e-37 1.153142959948546831e-34
1.237200000000000045e+03 8.587153724122745875e-37 1.150324304259497611e-34
1.237300000000000182e+03 8.562874375179214579e-37 1.147512545344252837e-34
1.237400000000000091e+03 8.538663715326024521e-37 1.144707666307343926e-34
1.237500000000000000e+03 8.514521550161991555e-37 1.141909650294801561e-34
1.237600000000000136e+03 8.490447685835776035e-37 1.139118480493975018e-34
1.237700000000000045e+03 8.466441929041494466e-37 1.136334140133283061e-34
1.237800000000000182e+03 8.442504087026868094e-37 1.133556612482628755e-34
1.237900000000000091e+03 8.418633967578126802e-37 1.130785880852575613e-34
1.238000000000000000e+03 8.394831379031924622e-37 1.128021928594953784e-34
1.238100000000000136e+03 8.371096130262005988e-37 1.125264739102154433e-34
1.238200000000000045e+03 8.347428030689460794e-37 1.122514295807655111e-34
1.238300000000000182e+03 8.323826890267756914e-37 1.119770582185156549e-34
1.238400000000000091e+03 8.300292519493165655e-37 1.117033581749180297e-34
1.238500000000000000e+03 8.276824729398218493e-37 1.114303278054688971e-34
1.238600000000000136e+03 8.253423331547413948e-37 1.111579654696792249e-34
1.238700000000000045e+03 8.230088138041811396e-37 1.108862695311056705e-34
1.238800000000000182e+03 8.206818961512581354e-37 1.106152383573045015e-34
1.238900000000000091e+03 8.183615615123300716e-37 1.103448703198521446e-34
1.239000000000000000e+03 8.160477912561319726e-37 1.100751637942857430e-34
1.239100000000000136e+03 8.137405668048578318e-37 1.098061171601719213e-34
1.239200000000000045e+03 8.114398696327749506e-37 1.095377288010218131e-34
1.239300000000000182e+03 8.091456812668480287e-37 1.092699971043249516e-34
1.239400000000000091e+03 8.068579832861603434e-37 1.090029204615176240e-34
1.239500000000000000e+03 8.045767573220559077e-37 1.087364972679884737e-34
1.239600000000000136e+03 8.023019850578937425e-37 1.084707259230626560e-34
1.239700000000000045e+03 8.000336482287309872e-37 1.082056048299823164e-34
1.239800000000000182e+03 7.977717286216199107e-37 1.079411323959245516e-34
1.239900000000000091e+03 7.955162080748262946e-37 1.076773070319530857e-34
1.240000000000000000e+03 7.932670684782059592e-37 1.074141271530383911e-34
1.240100000000000136e+03 7.910242917729124295e-37 1.071515911780417797e-34
1.240200000000000045e+03 7.887878599511460297e-37 1.068896975296997946e-34
1.240300000000000182e+03 7.865577550561408534e-37 1.066284446346178590e-34
1.240400000000000091e+03 7.843339591818313360e-37 1.063678309232570197e-34
1.240500000000000000e+03 7.821164544731243760e-37 1.061078548299414092e-34
1.240600000000000136e+03 7.799052231251030177e-37 1.058485147928153749e-34
1.240700000000000045e+03 7.777002473835665170e-37 1.055898092538735420e-34
1.240800000000000182e+03 7.755015095443160450e-37 1.053317366589162318e-34
1.240900000000000091e+03 7.733089919535993689e-37 1.050742954575749495e-34
1.241000000000000000e+03 7.711226770070980419e-37 1.048174841032524070e-34
1.241100000000000136e+03 7.689425471510708447e-37 1.045613010531890216e-34
1.241200000000000045e+03 7.667685848807533009e-37 1.043057447683674659e-34
1.241300000000000182e+03 7.646007727413325678e-37 1.040508137135669358e-34
1.241400000000000091e+03 7.624390933273746297e-37 1.037965063573335152e-34
1.241500000000000000e+03 7.602835292825327993e-37 1.035428211719557568e-34
1.241600000000000136e+03 7.581340632999046989e-37 1.032897566334893579e-34
1.241700000000000045e+03 7.559906781212327697e-37 1.030373112217074038e-34
1.241800000000000182e+03 7.538533565372913214e-37 1.027854834201206166e-34
1.241900000000000091e+03 7.517220813876042218e-37 1.025342717159638633e-34
1.242000000000000000e+03 7.495968355603268769e-37 1.022836746001838825e-34
1.242100000000000136e+03 7.474776019915564913e-37 1.020336905673991927e-34
1.242200000000000045e+03 7.453643636665568619e-37 1.017843181159724709e-34
1.242300000000000182e+03 7.432571036179621972e-37 1.015355557479019314e-34
1.242400000000000091e+03 7.411558049270233767e-37 1.012874019688945382e-34
1.242500000000000000e+03 7.390604507223651992e-37 1.010398552882917876e-34
1.242600000000000136e+03 7.369710241807330031e-37 1.007929142191126010e-34
1.242700000000000045e+03 7.348875085263049302e-37 1.005465772780123991e-34
1.242800000000000182e+03 7.328098870310003796e-37 1.003008429852974283e-34
1.242900000000000091e+03 7.307381430139684241e-37 1.000557098648996791e-34
1.243000000000000000e+03 7.286722598412095299e-37 9.981117644434547626e-35
1.243100000000000136e+03 7.266122209263800595e-37 9.956724125480859147e-35
1.243200000000000045e+03 7.245580097299011546e-37 9.932390283105479988e-35
1.243300000000000182e+03 7.225096097587601168e-37 9.908115971142569364e-35
1.243400000000000091e+03 7.204670045668849281e-37 9.883901043786600837e-35
1.243500000000000000e+03 7.184301777547919478e-37 9.859745355589610427e-35
1.243600000000000136e+03 7.163991129691616942e-37 9.835648761458861693e-35
1.243700000000000045e+03 7.143737939033809985e-37 9.811611116660172786e-35
1.243800000000000182e+03 7.123542042964323872e-37 9.787632276810552448e-35
1.243900000000000091e+03 7.103403279339111528e-37 9.763712097884899033e-35
1.244000000000000000e+03 7.083321486469252605e-37 9.739850436208970061e-35
1.244100000000000136e+03 7.063296503125175617e-37 9.716047148461843304e-35
1.244200000000000045e+03 7.043328168532963674e-37 9.692302091673616068e-35
1.244300000000000182e+03 7.023416322373800722e-37 9.668615123225071636e-35
1.244400000000000091e+03 7.003560804784703210e-37 9.644986100847978611e-35
1.244500000000000000e+03 6.983761456350531034e-37 9.621414882620123855e-35
1.244600000000000136e+03 6.964018118113357238e-37 9.597901326971037549e-35
1.244700000000000045e+03 6.944330631560123194e-37 9.574445292674379023e-35
1.244800000000000182e+03 6.924698838630108136e-37 9.551046638852183241e-35
1.244900000000000091e+03 6.905122581707770328e-37 9.527705224970865556e-35
1.245000000000000000e+03 6.885601703624010783e-37 9.504420910841440874e-35
1.245100000000000136e+03 6.866136047656730366e-37 9.481193556620154428e-35
1.245200000000000045e+03 6.846725457523782882e-37 9.458023022803902798e-35
1.245300000000000182e+03 6.827369777388955388e-37 9.434909170233921254e-35
1.245400000000000091e+03 6.808068851854866158e-37 9.411851860091174844e-35
1.245500000000000000e+03 6.788822525965752705e-37 9.388850953898291337e-35
1.245600000000000136e+03 6.769630645202661646e-37 9.365906313516296172e-35
1.245700000000000045e+03 6.750493055485312117e-37 9.343017801145745711e-35
1.245800000000000182e+03 6.731409603170200615e-37 9.320185279325527702e-35
1.245900000000000091e+03 6.712380135045536947e-37 9.297408610929827158e-35
1.246000000000000000e+03 6.693404498337125145e-37 9.274687659171194689e-35
1.246100000000000136e+03 6.674482540701152013e-37 9.252022287596569427e-35
1.246200000000000045e+03 6.655614110225974541e-37 9.229412360088118279e-35
1.246300000000000182e+03 6.636799055427027450e-37 9.206857740859813714e-35
1.246400000000000091e+03 6.618037225255385228e-37 9.184358294463047641e-35
1.246500000000000000e+03 6.599328469080991365e-37 9.161913885775737218e-35
1.246600000000000136e+03 6.580672636707409513e-37 9.139524380011966050e-35
1.246700000000000045e+03 6.562069578358919873e-37 9.117189642713322294e-35
1.246800000000000182e+03 6.543519144685486366e-37 9.094909539752354006e-35
1.246900000000000091e+03 6.525021186759548477e-37 9.072683937330174350e-35
1.247000000000000000e+03 6.506575556075376454e-37 9.050512701976361093e-35
1.247100000000000136e+03 6.488182104548427335e-37 9.028395700548125919e-35
1.247200000000000045e+03 6.469840684510896466e-37 9.006332800227892898e-35
1.247300000000000182e+03 6.451551148715287316e-37 8.984323868524893595e-35
1.247400000000000091e+03 6.433313350329247188e-37 8.962368773272563794e-35
1.247500000000000000e+03 6.415127142937768081e-37 8.940467382629225591e-35
1.247600000000000136e+03 6.396992380538524380e-37 8.918619565075486260e-35
1.247700000000000045e+03 6.378908917544979113e-37 8.896825189416186158e-35
1.247800000000000182e+03 6.360876608778259580e-37 8.875084124774800895e-35
1.247900000000000091e+03 6.342895309476725852e-37 8.853396240599954318e-35
1.248000000000000000e+03 6.324964875282300414e-37 8.831761406656374953e-35
1.248100000000000136e+03 6.307085162249862097e-37 8.810179493030861609e-35
1.248200000000000045e+03 6.289256026838719125e-37 8.788650370126866223e-35
1.248300000000000182e+03 6.271477325918642881e-37 8.767173908668258179e-35
1.248400000000000091e+03 6.253748916759351411e-37 8.745749979692711890e-35
1.248500000000000000e+03 6.236070657037264003e-37 8.724378454555665696e-35
1.248600000000000136e+03 6.218442404833113240e-37 8.703059204928973721e-35
1.248700000000000045e+03 6.200864018626363098e-37 8.681792102797430211e-35
1.248800000000000182e+03 6.183335357299894632e-37 8.660577020461189990e-35
1.248900000000000091e+03 6.165856280132675091e-37 8.639413830531801007e-35
1.249000000000000000e+03 6.148426646805400784e-37 8.618302405934977596e-35
1.249100000000000136e+03 6.131046317394251173e-37 8.597242619907090603e-35
1.249200000000000045e+03 6.113715152372768985e-37 8.576234345996218316e-35
1.249300000000000182e+03 6.096433012605149910e-37 8.555277458057725715e-35
1.249400000000000091e+03 6.079199759356638820e-37 8.534371830260828776e-35
1.249500000000000000e+03 6.062015254279151124e-37 8.513517337079446139e-35
1.249600000000000136e+03 6.044879359419818940e-37 8.492713853297549977e-35
1.249700000000000045e+03 6.027791937211833531e-37 8.471961254003595959e-35
1.249800000000000182e+03 6.010752850484296115e-37 8.451259414595933992e-35
1.249900000000000091e+03 5.993761962448670289e-37 8.430608210775248573e-35
1.250000000000000000e+03 5.976819136708001396e-37 8.410007518549327005e-35
1.250100000000000136e+03 5.959924237247946057e-37 8.389457214228066667e-35
1.250200000000000045e+03 5.943077128439852536e-37 8.368957174424936488e-35
1.250300000000000182e+03 5.926277675042340175e-37 8.348507276058099502e-35
1.250400000000000091e+03 5.909525742192500985e-37 8.328107396344827843e-35
1.250500000000000000e+03 5.892821195411096506e-37 8.307757412804529382e-35
1.250600000000000136e+03 5.876163900600309342e-37 8.287457203257501151e-35
1.250700000000000045e+03 5.859553724040387168e-37 8.267206645822663904e-35
1.250800000000000182e+03 5.842990532390202348e-37 8.247005618917766323e-35
1.250900000000000091e+03 5.826474192687723002e-37 8.226854001259832965e-35
1.251000000000000000e+03 5.810004572346255268e-37 8.206751671862491505e-35
